pmid,pub_year,journal,publication_types,mesh_terms
20447037,2010,Artificial organs,Comparative Study; Journal Article; Randomized Controlled Trial,"Adult; Aged; Aged, 80 and over; Catheter-Related Infections; Catheterization, Central Venous; Catheterization, Peripheral; Catheters, Indwelling; Colony Count, Microbial; Critical Illness; Cross Infection; Female; Femoral Vein; Humans; Jugular Veins; Male; Middle Aged; Prospective Studies; Risk Assessment; Risk Factors; Subclavian Vein; Time Factors"
8443804,1993,Cancer research,"Journal Article; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, P.H.S.","Animals; Ataxia Telangiectasia; Cell Survival; Cells, Cultured; Chloramphenicol O-Acetyltransferase; DNA; DNA Damage; DNA Repair; Deoxyribonucleases, Type II Site-Specific; Gamma Rays; Mice; Mice, SCID; Plasmids"
37071410,2023,ACS biomaterials science & engineering,"Journal Article; Research Support, Non-U.S. Gov't","Humans; Pharmaceutical Preparations; Carcinoma, Non-Small-Cell Lung; Apoferritins; Lung Neoplasms; Antineoplastic Agents; Doxorubicin"
8746757,1995,The International journal of neuroscience,Comparative Study; Journal Article,"Adult; Age Factors; Aged; Aging; Decision Making; Evoked Potentials, Visual; Female; Humans; Male; Middle Aged"
15815619,2005,Nature,Journal Article,
11728008,2001,"Clinical and experimental hypertension (New York, N.Y. : 1993)",Journal Article,"Animals; Biglycan; Blotting, Northern; Capillaries; Extracellular Matrix Proteins; Gene Expression; Hypertension; In Situ Hybridization; Male; Myocardium; Proteoglycans; RNA, Messenger; Rats; Rats, Sprague-Dawley; Ventricular Remodeling"
35563727,2022,Cells,"Journal Article; Research Support, Non-U.S. Gov't",Genome; Genomics; Humans; Neoplasms; Proportional Hazards Models; Survival Analysis
28017783,2017,Brain research bulletin,"Journal Article; Research Support, Non-U.S. Gov't","Animals; Apoptosis; Brain Ischemia; Cerebral Cortex; Cytokines; Lectins; Male; Neovascularization, Physiologic; Nitric Oxide Synthase Type III; Proto-Oncogene Proteins c-akt; Rats, Sprague-Dawley; Signal Transduction; Stroke; Up-Regulation"
36697581,2021,Communications chemistry,Journal Article,
9328698,1997,Catheterization and cardiovascular diagnosis,Clinical Trial; Comparative Study; Journal Article; Meta-Analysis; Randomized Controlled Trial,"Adult; Aged; Angioplasty, Balloon, Coronary; Female; Heart Rupture, Post-Infarction; Heart Septal Defects, Ventricular; Humans; Male; Middle Aged; Mitral Valve Insufficiency; Myocardial Infarction; Prognosis; Risk Assessment; Thrombolytic Therapy"
6832355,1983,FEBS letters,"Journal Article; Research Support, Non-U.S. Gov't",Acinetobacter; Adenosine Monophosphate; Citrate (si)-Synthase; Cross-Linking Reagents; Enzyme Activation; Kinetics; NAD; Oxidation-Reduction; Oxo-Acid-Lyases; Succinimides
3225850,1988,Journal of molecular biology,"Journal Article; Research Support, Non-U.S. Gov't","Base Sequence; DNA-Directed RNA Polymerases; Genes, Viral; Molecular Sequence Data; Mutation; Picornaviridae; RNA, Viral"
30766012,2019,P & T : a peer-reviewed journal for formulary management,Journal Article,
32691445,2020,Genetic epidemiology,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't","Bipolar Disorder; Genetic Predisposition to Disease; Genome-Wide Association Study; Humans; Models, Genetic; Multifactorial Inheritance; Phenotype; Polymorphism, Single Nucleotide; Principal Component Analysis; Psychotic Disorders; Risk Factors"
35870597,2022,The Science of the total environment,Journal Article,Antarctic Regions; Carbon Dioxide; Ecosystem; Gases; Greenhouse Gases; Lakes; Methane; Soil; Water
7540216,1995,Journal of molecular evolution,"Comparative Study; Journal Article; Research Support, U.S. Gov't, P.H.S.","Amino Acyl-tRNA Synthetases; Anticodon; Archaea; Bacterial Proteins; Base Sequence; Genes, Bacterial; Genetic Code; Molecular Sequence Data; Nucleic Acid Conformation; Phylogeny; Protein Conformation; RNA, Bacterial; RNA, Transfer; Structure-Activity Relationship; Substrate Specificity"
1604221,1992,Revue du rhumatisme et des maladies osteo-articulaires,English Abstract; Journal Article,"Age Factors; Aged; Bone and Bones; Drug Therapy, Combination; Estradiol; Estrogen Replacement Therapy; Female; Fractures, Bone; Humans; Middle Aged; Osteoporosis, Postmenopausal; Progesterone; Risk Factors; Sodium Fluoride"
38022548,2023,Frontiers in immunology,"Journal Article; Research Support, Non-U.S. Gov't","Humans; Receptors, Chimeric Antigen; Single-Domain Antibodies; T-Lymphocytes; Neoplasms; Single-Chain Antibodies"
31736972,2019,Frontiers in immunology,"Journal Article; Research Support, Non-U.S. Gov't; Review","Antigens, Differentiation, T-Lymphocyte; Humans; Immunity, Cellular; Killer Cells, Natural; Ligands; NK Cell Lectin-Like Receptor Subfamily K; Neoplasms; Sumoylation; T Lineage-Specific Activation Antigen 1"
6769712,1980,Federation proceedings,"Journal Article; Research Support, U.S. Gov't, P.H.S.","Animals; Blood Pressure; Efferent Pathways; Electric Stimulation; Emotions; Haplorhini; Heart Rate; Hemodynamics; Horseradish Peroxidase; Humans; Hypothalamus; Kidney; Male; Mice; Oxygen Consumption; Papio; Regional Blood Flow; Stress, Psychological"
16216570,2005,"Structure (London, England : 1993)",Comment; News,"Algorithms; Base Composition; Base Pairing; Binding Sites; Computer Simulation; Crystallography, X-Ray; DNA, Viral; Humans; Monte Carlo Method; Nucleic Acid Conformation; Oncogene Proteins, Viral; Protein Binding; Protein Conformation"
10458646,1999,Regulatory peptides,"Journal Article; Research Support, Non-U.S. Gov't","Animals; Calcitonin Gene-Related Peptide; Creatine Kinase; Heart; Hemodynamics; In Vitro Techniques; Ischemic Preconditioning, Myocardial; Male; Rats; Rats, Sprague-Dawley"
3312931,1987,Medical toxicology and adverse drug experience,Journal Article; Review,Adrenal Cortex Hormones; Cardiovascular Agents; Central Nervous System Depressants; Humans; Psychotropic Drugs; Substance Withdrawal Syndrome
30908422,2019,Journal of developmental and behavioral pediatrics : JDBP,Journal Article,"Cross-Sectional Studies; Female; Follow-Up Studies; Humans; Infant; Infant Behavior; Infant, Newborn; Infant, Premature; Intensive Care Units, Neonatal; Longitudinal Studies; Male; Self-Control; Temperament"
12224833,2002,Journal of child health care : for professionals working with children in the hospital and community,Journal Article,"Adaptation, Psychological; Caregivers; Child; Chronic Disease; Community Health Nursing; Children with Disabilities; Grief; Health Promotion; Humans"
3910646,1985,Journal of biochemistry,"Journal Article; Research Support, Non-U.S. Gov't",Amino Acids; DNA-Binding Proteins; Escherichia coli; Magnetic Resonance Spectroscopy; Methane; Peptide Fragments; Photochemistry; Repressor Proteins; Tetranitromethane; Transcription Factors; Tyrosine; Viral Proteins; Viral Regulatory and Accessory Proteins
38117240,2024,ACS applied materials & interfaces,Journal Article,
33912865,2021,Turkish archives of otorhinolaryngology,Case Reports; Journal Article,
32875959,2021,Health psychology review,Journal Article,"Female; Femininity; Gender Identity; Humans; Male; Models, Psychological; Pain"
30578901,2019,International journal of biological macromolecules,Journal Article,"Catalytic Domain; Cystatins; Drug Stability; Electrophoresis, Polyacrylamide Gel; Enzyme Activation; Hydrodynamics; Hydrogen-Ion Concentration; Kinetics; Molecular Weight; Mustard Plant; Peptide Hydrolases; Protease Inhibitors; Spectrum Analysis; Structure-Activity Relationship; Sulfhydryl Compounds; Thermodynamics"
34755679,2021,The Journal of endocrinology,"Historical Article; Journal Article; Research Support, Non-U.S. Gov't; Review","Autoimmunity; Autopsy; Diabetes Mellitus, Type 1; Disease Progression; Endocrinology; History, 20th Century; History, 21st Century; Humans; Pancreas"
31906380,2020,"Behavioral sciences (Basel, Switzerland)",Journal Article,
27027986,2016,Environmental toxicology and chemistry,Journal Article,"Animals; Arctic Regions; Canada; Environmental Monitoring; Food Chain; Pesticides; Seals, Earless; Seawater; Ursidae; Water Pollutants, Chemical"
25191588,2013,Journal of nutritional science,Journal Article,
22682020,2012,EJNMMI research,Journal Article,
12771005,2003,Circulation,"Clinical Trial; Clinical Trial, Phase II; Journal Article","Adenoviridae; Antiviral Agents; Biopsy; Cardiac Volume; Cardiomyopathy, Dilated; Cell Count; Disease Progression; Electrocardiography; Enterovirus; Female; Heart; Hemodynamics; Humans; Interferon-beta; Male; Middle Aged; Myocardium; Polymerase Chain Reaction; Stroke Volume; T-Lymphocytes; Treatment Outcome; Ventricular Dysfunction, Left"
38072858,2024,Child's nervous system : ChNS : official journal of the International Society for Pediatric Neurosurgery,Systematic Review; Journal Article,"Humans; Neural Tube Defects; Child; Outcome Assessment, Health Care; Neurosurgical Procedures; Child, Preschool; Treatment Outcome; Adolescent; Infant"
24783564,2014,Guang pu xue yu guang pu fen xi = Guang pu,English Abstract; Journal Article,
19438161,2009,The Journal of reproductive medicine,Journal Article,"Adult; Birth Weight; Blood Glucose; Capillaries; Diabetes Mellitus, Type 2; Diabetes, Gestational; Female; Humans; Hypoglycemic Agents; Insulin; Insulin Glargine; Insulin, Long-Acting; Pregnancy; Pregnancy Outcome; Pregnancy in Diabetics; Retrospective Studies"
36735102,2023,Journal of fluorescence,Journal Article; Review,
33310499,2021,Journal of psychiatric research,Journal Article,"Cross-Sectional Studies; Depression; Depression, Postpartum; Female; Humans; Mass Screening; Postpartum Period; Pregnancy; Pregnancy Complications; Prenatal Diagnosis; Psychiatric Status Rating Scales; Queensland; Retrospective Studies; Risk Factors"
20654676,2011,Food and chemical toxicology : an international journal published for the British Industrial Biological Research Association,"Journal Article; Research Support, Non-U.S. Gov't; Review",Child; Cyanides; Diet; Epidemics; Female; Foodborne Diseases; Humans; Manihot; Motor Neuron Disease; Mozambique; Thiocyanates
7738628,1995,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,Clinical Trial; Comparative Study; Journal Article; Multicenter Study; Randomized Controlled Trial,"Adult; Aged; Aged, 80 and over; Antineoplastic Combined Chemotherapy Protocols; Cisplatin; Double-Blind Method; Female; Granisetron; Humans; Male; Middle Aged; Nausea; Neoplasms; Ondansetron; Salvage Therapy; Vomiting"
9246850,1997,Medical & biological engineering & computing,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't","Animals; Electric Stimulation; Muscle Fatigue; Muscle, Skeletal; Rats; Rats, Wistar; Sciatic Nerve"
3013010,1986,American journal of obstetrics and gynecology,Comparative Study; Journal Article,"Blood Volume Determination; Diagnostic Errors; Erythrocytes; Female; Fetomaternal Transfusion; Humans; Immunization, Passive; Immunoglobulin G; Isoantibodies; Pregnancy; Rh Isoimmunization; Rh-Hr Blood-Group System; Rho(D) Immune Globulin; Rosette Formation"
36979298,2023,Brain sciences,Journal Article,
35384762,2022,The Journal of nursing education,Journal Article,"COVID-19; Education, Nursing, Baccalaureate; Humans; Mental Health; Students, Nursing; Telemedicine"
36014864,2022,Nutrients,Journal Article,COVID-19; Child; Electronics; Food Services; Humans; Meals; Pandemics
27455795,2016,Nihon rinsho. Japanese journal of clinical medicine,Journal Article; Review,Aging; Humans; Infection Control; Infections; Skin Ulcer; Zinc
7880862,1995,Biochimica et biophysica acta,"Journal Article; Research Support, U.S. Gov't, Non-P.H.S.",Animals; Calcitriol; Calcium; Electron Spin Resonance Spectroscopy; Fluorescence Polarization; Intestinal Mucosa; Kinetics; Liposomes; Male; Membrane Fluidity; Microvilli; Peptides; Rats
38072560,2023,Pesticide biochemistry and physiology,Journal Article,Animals; Insecticides; Helicoverpa armigera; Moths; Antioxidants; Reactive Oxygen Species; Hydrogen Peroxide; Insecticide Resistance; Larva; Cytochrome P-450 Enzyme System
31003134,2019,Archives of gerontology and geriatrics,Journal Article,"Aged; Aged, 80 and over; Cross-Sectional Studies; Diabetes Mellitus; Female; Hand Strength; Humans; Independent Living; Male; Middle Aged; Prevalence; Sarcopenia"
33975693,2021,Analytica chimica acta,Journal Article,"Animals; Bioelectric Energy Sources; DNA; Electrodes; Glucose Oxidase; Nanotubes, Carbon; Rabbits"
37519573,2023,Cureus,Case Reports; Journal Article,
15632917,2005,Otolaryngology--head and neck surgery : official journal of American Academy of Otolaryngology-Head and Neck Surgery,"Clinical Trial; Journal Article; Research Support, Non-U.S. Gov't","Aged; Aged, 80 and over; Carcinoma, Squamous Cell; Female; Frozen Sections; Humans; Male; Middle Aged; Mouth Neoplasms; Neoplasm Staging; Oropharyngeal Neoplasms; Predictive Value of Tests; Sentinel Lymph Node Biopsy"
21801848,2011,Microbes and infection,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Review","Candida albicans; Candidiasis; Endocytosis; Epithelial Cells; Host-Pathogen Interactions; Humans; Immunity, Mucosal"
37268221,2023,"Environmental pollution (Barking, Essex : 1987)",Journal Article,"Rats; Animals; Fluorides; DNA Methylation; Osteogenesis; Osteoblasts; Protein Processing, Post-Translational; Glycoproteins"
12463947,2002,Proceedings. AMIA Symposium,Journal Article,"Academic Medical Centers; Decision Making, Computer-Assisted; Decision Support Systems, Clinical; Expert Systems; Hospital Information Systems; Humans; Los Angeles; Medical Records Systems, Computerized; User-Computer Interface"
6760377,1982,Scandinavian journal of gastroenterology,Journal Article,Animals; Bacteria; Bacteriological Techniques; Common Bile Duct; Duodenum; Endoscopy; Female; Gallbladder; Male; Postoperative Complications; Rabbits
22541759,2012,Injury,"Journal Article; Research Support, Non-U.S. Gov't","Accidental Falls; Aged; Aged, 80 and over; Aging; Comorbidity; Dementia; Emergency Service, Hospital; Female; Health Care Costs; Hospitalization; Humans; Incidence; Male; Netherlands; Osteoporosis; Quality of Life; Wounds and Injuries"
26932656,2016,BMC infectious diseases,"Journal Article; Research Support, Non-U.S. Gov't","Adolescent; Adult; Aged; Aged, 80 and over; Female; Hepatitis B; Hepatitis, Viral, Human; Humans; Jaundice; Kenya; Male; Middle Aged; Prevalence; Prospective Studies; Seroepidemiologic Studies; Young Adult"
29626804,2018,"Journal of photochemistry and photobiology. B, Biology",Journal Article,Cell Survival; Ferric Compounds; Folic Acid; Glycerol; HeLa Cells; Humans; Magnetite Nanoparticles; Polymers; Radiation Tolerance; Surface Properties
37023584,2023,Journal of comparative pathology,Journal Article,Swine; Animals; Pasteurella multocida; Pasteurella Infections; Polymerase Chain Reaction; Virulence; Brazil; Swine Diseases
37358664,2023,Journal of orthopaedics and traumatology : official journal of the Italian Society of Orthopaedics and Traumatology,Journal Article,"Humans; Biomechanical Phenomena; Finite Element Analysis; Bone Screws; Tibia; Osteotomy; Fracture Fixation, Internal"
